'the,6098
and,3019
of,2842
to,2414
a,2394
in,2036
s,1099
was,1084
The,1076
film,1042
for,993
that,919
as,919
on,789
with,783
by,773
is,767
at,673
his,557
it,555
cp1112,483
an,480
he,439
from,436
many,407
her,401
this,367
Best,314
were,312
In,304
who,303
but,294
you,277
15,274
or,270
be,268
its,267
not,261
It,261
has,254
their,253
had,246
one,242
20,237
19,229
also,227
16,223
she,213
which,213
are,212
have,203
Too,202
34,201
him,201
include,198
they,198
46,197
below,191
2025,187
Wikimedia,186
via,186
served,184
first,182
report,182
error,181
details,181
requests,179
please,178
client,178
address,178
requestsIf,177
System,177
Administrators,177
Request,177
Varnish,177
XID,177
caches,177
intError,177
429,177
Tue,177
Apr,177
GMTSensitive,177
informationIP,177
platoon,165
A,164
been,162
two,161
about,159
216Too,157
Film,152
I,150
after,148
million,148
other,143
out,139
He,136
10,135
American,129
into,128
would,128
when,126
more,125
three,123
up,120
all,119
New,117
released,115
time,114
Awards,114
Academy,110
films,106
role,106
only,106
movie,106
United,105
four,104
said,103
won,102
Picture,99
production,99
most,98
t,98
them,98
before,97
character,97
gladiator,97
some,96
so,94
gladiators,94
being,93
1,93
including,93
while,93
York,89
than,89
based,87
each,87
could,85
2,85
release,84
later,84
States,83
story,83
critics,82
This,81
over,81
5,81
cast,80
8,80
made,78
show,77
Eve,77
Maria,77
She,75
scene,75
used,75
we,75
25,74
during,74
Wallace,74
there,74
may,73
play,73
no,71
Cimino,71
100,70
did,70
wrote,70
because,69
year,68
received,67
what,67
like,67
can,66
second,66
Shakespeare,66
written,65
13,65
best,65
years,65
3,65
2009,64
where,64
man,64
life,63
between,63
both,62
When,62
9,62
such,62
Hunter,61
Award,60
office,60
called,60
Festival,60
through,60
Roman,60
work,59
scenes,59
will,58
new,58
4,58
Times,58
Deer,58
Captain,58
Joe,58
win,57
11,57
same,57
30,57
men,57
company,57
gave,57
Chigurh,57
even,56
any,56
12,55
five,55
people,55
April,54
Director,54
No,54
As,54
then,54
reviews,54
just,54
day,53
make,53
death,53
Hoffman,53
Other,52
nominated,52
included,52
series,51
characters,51
After,51
director,51
own,51
do,51
script,51
if,51
home,50
score,50
several,49
until,49
well,49
way,49
box,49
war,49
Abrahams,49
sergeant,49
All,48
6,48
7,48
original,48
18,48
At,48
O,48
platoons,48
cp2033,48
around,47
part,47
very,47
British,47
father,47
On,47
Liddell,47
Sullivan,47
John,46
average,46
against,46
They,46
shot,46
rifle,46
nominations,45
performances,45
love,45
down,45
re,45
how,45
David,44
directed,44
14,44
Oscar,44
set,44
March,44
Evelyn,44
Margo,43
rating,43
23,43
24,43
version,43
James,43
000,43
money,43
television,42
DVD,42
stars,42
six,42
saying,42
take,42
50,42
Anora,42
games,42
use,42
tells,41
get,41
never,41
America,41
played,41
son,41
top,41
week,41
those,41
Trapp,41
due,40
music,40
given,40
winning,40
31,40
Peter,40
Deeley,40
early,39
Actress,39
became,39
screenplay,39
took,39
highest,39
S,39
since,39
having,39
Actor,39
von,39
led,39
soldiers,39
Moss,39
Coens,39
full,38
January,38
Blu,38
ray,38
acting,38
English,38
produced,38
world,38
However,38
without,38
much,38
Russian,38
U,38
One,38
weekend,38
number,38
Braveheart,38
Army,38
combat,38
Millionaire,38
Raymond,38
Hurt,38
Locker,38
lieutenant,38
Bigelow,38
action,37
performance,37
Hollywood,37
review,37
21,37
22,37
26,37
described,37
making,37
grossing,37
following,37
2008,37
Coen,37
Day,36
February,36
London,36
There,36
major,36
these,36
Costigan,36
Country,36
Slumdog,36
munus,36
infantry,36
violence,35
drama,35
list,35
War,35
success,35
opening,35
back,35
29,35
grossed,35
place,35
public,35
Men,35
novel,35
career,34
shows,34
does,34
awards,34
producer,34
old,34
ever,34
17,34
family,34
According,34
Robert,34
military,34
2007,34
Old,34
Mike,34
munera,34
brothers,34
Supporting,33
away,33
now,33
critical,33
27,33
Theatre,33
musical,33
Rome,33
found,33
Chicago,32
lead,32
Screenplay,32
long,32
stated,32
named,32
end,32
mother,32
For,32
me,32
Man,32
children,32
usually,32
final,32
weapons,32
calling,31
Broadway,31
among,31
whom,31
acclaim,31
Golden,31
book,31
28,31
